id,fruit
DEBE01YYK0000D2A,banana
DEBE01YYK0000EU2,kiwi
DEBE01YYK0001z2m,gooseberry
DEBE01YYK0001yR1,pear
DEBE01YYK0000A7g,apple
DEBE01YYK0001xVt,pear
DEBE01YYK00005eK,kiwi
DEBE01YYK0000CIm,kiwi
DEBE01YYK0000DEi,gooseberry
DEBE01YYK0000C7h,apple
DEBE01YYK00006f3,banana
DEBE01YYK0001x7M,banana
DEBE01YYK00001S9,pear
DEBE01YYK00004IH,apple
DEBE01YYK00008CN,gooseberry
DEBE01YYK00009HI,gooseberry
DEBE01YYK000012I,gooseberry
DEBE01YYK0001yg0,gooseberry
DEBE01YYK0000Ai5,apple
DEBE00YY1BG00045,kiwi
DEBE01YYK0000B4S,banana
DEBE01YYK0001xXf,pear
DEBE01YYK0000BRr,kiwi
DEBE00YYUN00000p,kiwi
DEBE00YY1gG0003q,apple
DEBE01YYK0002LCW,gooseberry
DEBE00YY1AT000Bd,pear
DEBE01YYK000052I,kiwi
DEBE00YY1AT000Ab,gooseberry
DEBE01YYK0002Muc,apple
DEBE01YYK0002QBx,gooseberry
DEBE00YY1AT000Aw,pear
DEBE01YYK0002RYQ,kiwi
DEBE01YYK0002Uzo,pear
DEBE01YYK0002Qys,banana
DEBE01YYK0002LT6,kiwi
DEBE01YYK0001xSs,kiwi
DEBE01YYK0000EI3,apple
DEBE01YYK0001xeN,gooseberry
DEBE01YYK00006Tw,banana
DEBE01YYK00002yI,gooseberry
DEBE01YYK00001SH,pear
DEBE01YYK00005vH,kiwi
DEBE01YYK00003lw,banana
DEBE01YYK00009Ws,apple
DEBE01YYK00003Z7,pear
DEBE01YYK0001xsh,kiwi
DEBE01YYK0000EXn,banana
DEBE01YYK0000CRX,banana
DEBE01YYK00003O4,pear
DEBE00YY1BA0000x,kiwi
DEBE01YYK00004Ps,apple
DEBE01YYK000049X,gooseberry
DEBE01YYK0000Cue,pear
DEBE01YYK0000FAT,gooseberry
DEBE01YYK0000Blk,kiwi
DEBE01YYK00007Ph,apple
DEBE01YYK0000BsW,gooseberry
DEBE01YYK0001xGR,kiwi
DEBE01YYK0001xif,kiwi
DEBE01YYK00001Ak,pear
DEBE01YYK00003sO,gooseberry
DEBE01YYK0000Ecf,gooseberry
DEBE01YYK00009CT,banana
DEBE01YYK0001z45,kiwi
DEBE01YYK0000762,gooseberry
DEBE01YYK0000FIy,kiwi
DEBE01YYK0000Bn1,kiwi
DEBE01YYK0000Dqg,banana
DEBE01YYK00001Ac,gooseberry
DEBE01YYK00009hb,apple
DEBE01YYK00004sv,gooseberry
DEBE01YYK0001xQR,gooseberry
DEBE00YY1pR0006D,banana
DEBE01YYK0000Dfy,kiwi
DEBE00YY1pR00069,pear
DEBE01YYK0001ynP,banana
DEBE00YYzL00004c,apple
DEBE01YYK00002VR,banana
DEBE01YYK00006YO,apple
DEBE01YYK0000C1g,pear
DEBE01YYK00008Rk,apple
DEBE01YYK000021C,banana
DEBE01YYK00003hp,apple
DEBE01YYK00008dP,apple
DEBE01YYK00009xS,gooseberry
DEBE01YYK00006Nd,kiwi
DEBE01YYK0000FBx,apple
DEBE01YYK0000AtP,apple
DEBE01YYK000070X,pear
DEBE01YYK000035b,kiwi
DEBE01YYK00008cv,gooseberry
DEBE01YYK00008ZR,pear
DEBE01YYK0000DXU,pear
DEBE01YYK00004H9,gooseberry
DEBE01YYK00007W2,banana
DEBE01YYK000019W,pear
DEBE01YYK0000543,pear
DEBE01YYK00004ap,banana
DEBE01YYK00007GK,pear
DEBE01YYK0000C7H,pear
DEBE01YYK000083m,apple
DEBE01YYK0000CS2,kiwi
DEBE01YYK00005zQ,apple
DEBE01YYK00004P9,gooseberry
DEBE01YYK0001xf8,gooseberry
DEBE01YYK00001PU,kiwi
DEBE01YYK00006Et,kiwi
DEBE01YYK00009IJ,kiwi
DEBE01YYK00008RP,banana
DEBE01YYK00007iv,kiwi
DEBE01YYK00009mG,pear
DEBE01YYK00001h2,kiwi
DEBE01YYK00003zT,pear
DEBE01YYK0000ARS,gooseberry
DEBE01YYK0000Bwu,banana
DEBE01YYK00001mw,apple
DEBE01YYK0000DaQ,gooseberry
DEBE01YYK0001xfd,apple
DEBE01YYK00004mr,kiwi
DEBE01YYK00004jo,pear
DEBE01YYK00003BX,apple
DEBE01YYK0000DTX,apple
DEBE01YYK0000Bq7,kiwi
DEBE01YYK00007eN,apple
DEBE01YYK0000BQ7,kiwi
DEBE00YY1pR0006B,kiwi
DEBE01YYK00004vY,kiwi
DEBE01YYK0000Csz,pear
DEBE01YYK00008Ko,kiwi
DEBE01YYK00006D2,pear
DEBE01YYK000088z,apple
DEBE01YYK0000C7Z,kiwi
DEBE01YYK0000Cxl,kiwi
DEBE01YYK00007Tg,apple
DEBE01YYK0000AqL,gooseberry
DEBE01YYK00002Xa,pear
DEBE01YYK0000DQw,pear
DEBE01YYK000061Z,banana
DEBE01YYK00007jR,kiwi
DEBE01YYK0000Byt,kiwi
DEBE01YYK00001K4,pear
DEBE01YYK0000314,banana
DEBE01YYK00006aO,kiwi
DEBE01YYK0000A7R,apple
DEBE01YYK0000D9m,kiwi
DEBE01YYK0000EpN,apple
DEBE01YYK0000D6A,apple
DEBE01YYK0001zEW,banana
DEBE01YYK00001Hg,gooseberry
DEBE01YYK00003cW,gooseberry
DEBE01YYK000095A,banana
DEBE01YYK0001z6f,apple
DEBE01YYK00004ft,banana
DEBE01YYK00003oo,apple
DEBE01YYK0000Ed9,gooseberry
DEBE01YYK000023p,kiwi
DEBE01YYK00008LP,gooseberry
DEBE01YYK0000EfT,gooseberry
DEBE01YYK00006id,banana
DEBE01YYK00005dW,pear
DEBE01YYK0000C93,banana
DEBE01YYK0000AC8,kiwi
DEBE01YYK0000AgC,pear
DEBE01YYK0000DWE,banana
DEBE01YYK0001z8c,kiwi
DEBE01YYK0000BEE,banana
DEBE01YYK0000CGg,apple
DEBE01YYK00007Xl,gooseberry
DEBE01YYK00004ld,pear
DEBE01YYK0001xXu,gooseberry
DEBE01YYK0000Caq,apple
DEBE01YYK00004OR,apple
DEBE01YYK0000E9q,kiwi
DEBE01YYK00008HD,apple
DEBE01YYK0001xYi,apple
DEBE01YYK00007Hk,pear
DEBE01YYK00001hf,gooseberry
DEBE01YYK00003Ju,apple
DEBE01YYK0000A7k,pear
DEBE01YYK0000DMM,banana
DEBE01YYK0000Bcw,apple
DEBE01YYK0000AP2,banana
DEBE01YYK0000Ciu,apple
DEBE01YYK00002F9,banana
DEBE01YYK0000Bxz,apple
DEBE01YYK0000Awr,apple
DEBE01YYK00007mP,gooseberry
DEBE01YYK0000FUA,kiwi
DEBE01YYK00006UH,banana
DEBE01YYK0000CKQ,pear
DEBE01YYK0000FAp,banana
DEBE01YYK00004uu,apple
DEBE00YY1on000Ex,apple
DEBE01YYK00001uB,banana
DEBE01YYK00003NR,gooseberry
DEBE01YYK00003Ll,banana
DEBE01YYK0000AO5,apple
DEBE01YYK00004sl,gooseberry
DEBE00YYvQ0000MT,apple
DEBE01YYK00003YQ,apple
DEBE01YYK0000D5O,kiwi
DEBE01YYK00009pt,gooseberry
DEBE00YYpY0000Jl,apple
DEBE01YYK0000592,pear
DEBE01YYK00008sq,kiwi
DEBE00YYpY0000Je,pear
DEBE01YYK00008ID,banana
DEBE00YYvQ0000MM,pear
DEBE01YYK00008ri,kiwi
DEBE01YYK0001y92,pear
DEBE01YYK00004l1,apple
DEBE01YYK0001yuu,kiwi
DEBE01YYK00008xC,pear
DEBE01YYK0001xre,apple
DEBE01YYK0000FKb,kiwi
DEBE01YYK000040p,kiwi
DEBE01YYK00001e9,apple
DEBE01YYK0001yfx,banana
DEBE01YYK00006xH,banana
DEBE01YYK0001yQC,apple
DEBE01YYK00001yC,kiwi
DEBE01YYK00000zJ,pear
DEBE01YYK0001yFX,apple
DEBE01YYK00000nm,gooseberry
DEBE01YYK0000Bqg,banana
DEBE01YYK0000CW2,kiwi
DEBE01YYK0001yyW,kiwi
DEBE01YYK00003hS,apple
DEBE01YYK00009o9,apple
DEBE01YYK00007dR,apple
DEBE01YYK0001zAI,kiwi
DEBE01YYK0001yH6,kiwi
DEBE01YYK0001x2i,banana
DEBE00YYzb0000Dh,banana
DEBE01YYK0000CZ3,apple
DEBE01YYK00001Tt,pear
DEBE01YYK00006M1,kiwi
DEBE01YYK00003RL,banana
DEBE01YYK00006BA,banana
DEBE01YYK0000Bb4,gooseberry
DEBE01YYK0001x5T,pear
DEBE01YYK0000CEk,apple
DEBE01YYK00006nP,banana
DEBE01YYK00003be,pear
DEBE01YYK0001xOd,banana
DEBE01YYK0001yfu,kiwi
DEBE01YYK0000FGL,kiwi
DEBE01YYK0001yl6,gooseberry
DEBE01YYK0000C1X,apple
DEBE01YYK0001yzO,banana
DEBE01YYK0000323,banana
DEBE01YYK0001z0Z,gooseberry
DEBE01YYK0000FCH,apple
DEBE01YYK00007ub,gooseberry
DEBE01YYK00005T7,apple
DEBE01YYK00002Lh,apple
DEBE01YYK00003e0,apple
DEBE01YYK00004tt,kiwi
DEBE01YYK0000EX3,gooseberry
DEBE01YYK0001y73,gooseberry
DEBE01YYK00008U1,pear
DEBE01YYK0000Eim,banana
DEBE01YYK000069F,apple
DEBE01YYK000026d,apple
DEBE01YYK00001EK,pear
DEBE01YYK0000Cw9,banana
DEBE01YYK00004wA,apple
DEBE01YYK0000CNI,kiwi
DEBE01YYK00006q5,banana
DEBE01YYK00002mg,banana
DEBE01YYK0000CuK,apple
DEBE01YYK0000D1e,pear
DEBE01YYK0001y5l,kiwi
DEBE01YYK00002ru,kiwi
DEBE01YYK00002m0,gooseberry
DEBE01YYK00006oh,apple
DEBE01YYK0000A6r,pear
DEBE00YY1sr000BH,gooseberry
DEBE01YYK0000Ewf,apple
DEBE01YYK00003Ea,apple
DEBE01YYK00008Of,gooseberry
DEBE01YYK0001xuu,pear
DEBE01YYK0000D9o,kiwi
DEBE01YYK0001xyo,apple
DEBE01YYK0000CJm,gooseberry
DEBE01YYK00006xB,gooseberry
DEBE01YYK00001vm,gooseberry
DEBE01YYK00002Be,gooseberry
DEBE01YYK0000DN8,pear
DEBE01YYK00009EH,kiwi
DEBE01YYK0000A3k,pear
DEBE01YYK00009ze,kiwi
DEBE01YYK0000Cvn,apple
DEBE01YYK00004Od,kiwi
DEBE01YYK00009V3,pear
DEBE01YYK00002o1,pear
DEBE01YYK00001vY,kiwi
DEBE01YYK00005LJ,gooseberry
DEBE01YYK000071h,gooseberry
DEBE01YYK0001yuV,pear
DEBE01YYK0000Dr0,pear
DEBE01YYK0000DBs,banana
DEBE01YYK000046j,kiwi
DEBE01YYK00004mj,apple
DEBE01YYK00001Jp,kiwi
DEBE01YYK0000D59,gooseberry
DEBE00YYd700006E,kiwi
DEBE01YYK00003qL,apple
DEBE01YYK0001yMD,kiwi
DEBE01YYK00005EY,gooseberry
DEBE00YY17D000H6,pear
DEBE01YYK0001x3i,banana
DEBE01YYK00001Ni,kiwi
DEBE01YYK0000DzC,gooseberry
DEBE00YYd7000065,gooseberry
DEBE01YYK00001di,kiwi
DEBE01YYK000029c,pear
DEBE01YYK00006Jf,apple
DEBE01YYK0001xbG,pear
DEBE01YYK0001xSz,apple
DEBE01YYK00005PJ,pear
DEBE01YYK0001xlK,apple
DEBE01YYK0001z6Z,banana
DEBE01YYK0001xjS,banana
DEBE01YYK00007l4,apple
DEBE01YYK0000D1R,apple
DEBE01YYK0000AlQ,gooseberry
DEBE01YYK0001xCk,gooseberry
DEBE01YYK00001WY,banana
DEBE01YYK00008iU,kiwi
DEBE01YYK00006hL,kiwi
DEBE01YYK0000Dfw,apple
DEBE01YYK000061h,banana
DEBE01YYK0000Ae0,kiwi
DEBE01YYK00003En,gooseberry
DEBE01YYK0001xlc,banana
DEBE01YYK00006xH_618,pear
DEBE01YYK0001yFX_191,apple
DEBE01YYK0000ARD,kiwi
DEBE01YYK00009o9_44,banana
DEBE01YYK00003hS_428,kiwi
DEBE01YYK00003RL_668,pear
DEBE01YYK0001yVr,pear
DEBE01YYK0001xlm,pear
DEBE01YYK0001yDE,gooseberry
DEBE01YYK000065V,apple
DEBE01YYK00001Tt_728,apple
DEBE01YYK0000Bb4_184,apple
DEBE01YYK0001xL5,banana
DEBE01YYK0000323_160,apple
DEBE01YYK0000EC4,pear
DEBE01YYK0001xDW,pear
DEBE01YYK00007ub_994,kiwi
DEBE01YYK0000Evi,banana
DEBE01YYK00007Dd,apple
DEBE01YYK0001ukD,gooseberry
DEBE01YYK00001EK_467,kiwi
DEBE01YYK00006q5_226,banana
DEBE01YYK0003TlE,kiwi
DEBE00YYYK0000Ce,pear
DEBE00YYYK0000Ch,kiwi
DEBE01YYK0002QbX,banana
DEBE01YYK0002QV2,banana
DEBE00YYYK0000Cg,pear
DEBE01YYK0003VUK,kiwi
DEBE01YYK0003UbX,kiwi
DEBE00YYYK0000D5,kiwi
DEBE01YYK0002MxA,banana
DEBE00YYYK0000D1,banana
DEBE01YYK0003Tpc,kiwi
DEBE01YYK0003UWM,apple
DEBE01YYK0002UK0,pear
DEBE01YYK0002KiE,pear
DEBE01YYK0003TkC,pear
DEBE01YYK0002Tj4,apple
DEBE00YYj50000I6,pear
DEBE01YYK0003Umc,apple
DEBE01YYK0003UoN,kiwi
DEBE01YYK0002MOQ,apple
DEBE01YYK0002OH0,kiwi
DEBE00YYYK0000Ci,kiwi
DEBE01YYK0002O7Z,gooseberry
DEBE01YYK0003Tvl,apple
DEBE00YYNc00007H,apple
DEBE01YYK0002Lfe,gooseberry
DEBE01YYK0002QKF,gooseberry
DEBE00YY28E000O3,pear
DEBE01YYK0002NAU,banana
DEBE01YYK0003V6F,apple
DEBE00YYNc000077,pear
DEBE01YYK0002Kui,banana
DEBE01YYK0002PtK,gooseberry
DEBE01YYK0003UZF,apple
DEBE01YYK0002Tak,gooseberry
DEBE00YYQV00005V,kiwi
DEBE01YYK0002TYI,banana
DEBE01YYK0003Tra,apple
DEBE01YYK0002NCx,banana
DEBE01YYK0002N6A,apple
DEBE00YYIJ00003f,pear
DEBE01YYK0002MNF,gooseberry
DEBE01YYK0002KKb,kiwi
DEBE01YYK0001x9j,pear
DEBE01YYK000057I,kiwi
DEBE01YYK0003Ty1,gooseberry
DEBE01YYK0003VDk,pear
DEBE01YYK0003UKt,kiwi
DEBE01YYK0003UTM,gooseberry
DEBE01YYK0003V3Q,gooseberry
DEBE01YYK0003Vnv,kiwi
DEBE01YYK0002KL4,apple
DEBE01YYK0003VUD,kiwi
DEBE01YYK0000EGs,banana
DEBE01YYK00008oJ,kiwi
DEBE01YYK0001z2D,gooseberry
DEBE01YYK0001z0o,gooseberry
DEBE00YYwF0000ED,banana
DEBE01YYK00008CG,banana
DEBE01YYK0000EPx,kiwi
DEBE01YYK0001ydV,kiwi
DEBE01YYK00008Gj,apple
DEBE01YYK0000765,banana
DEBE01YYK0000APP,gooseberry
DEBE01YYK00005yn,kiwi
DEBE00YY1ln0008n,apple
DEBE01YYK0001xjG,gooseberry
DEBE01YYK0001xqy,banana
DEBE01YYK0001yVz,apple
DEBE01YYK00003Y9,pear
DEBE01YYK00001Li,apple
DEBE01YYK00009wl,pear
DEBE01YYK00000k5,banana
DEBE01YYK0002MCN,gooseberry
DEBE01YYK00004j9,banana
DEBE01YYK0001xdb,pear
DEBE01YYK0001xi1,gooseberry
DEBE01YYK0001x7G,pear
DEBE01YYK0003UTM_369,gooseberry
DEBE01YYK0002MCN_459,pear
DEBE01YYK0001xhz,pear
DEBE01YYK0003VTL,kiwi
DEBE01YYK0003UKt_890,apple
DEBE01YYK0003Vnv_945,apple
DEBE01YYK0003Udv,gooseberry
DEBE01YYK0003VTO,gooseberry
DEBE00YYzt00006d,kiwi
DEBE00YYJ10000Oc,gooseberry
DEBE01YYK0000C9V,banana
DEBE01YYK0000DlU,apple
DEBE01YYK00003ki,apple
DEBE01YYK00009j0,banana
DEBE01YYK00001Um,gooseberry
DEBE01YYK0001xlD,apple
DEBE01YYK0001z9t,pear
DEBE01YYK0000CDj,pear
DEBE01YYK00001Li_686,banana
DEBE01YYK0000AmJ,apple
DEBE01YYK000089D,banana
DEBE01YYK0001xnR,pear
DEBE01YYK00001vQ,banana
DEBE01YYK00004Fe,kiwi
DEBE01YYK00003Y9_956,pear
DEBE01YYK00009wl_405,banana
DEBE01YYK0001xDl,pear
DEBE01YYK0001yq8,gooseberry
DEBE00YYwF0000EP,apple
DEBE00YYvd0000sm,gooseberry
DEBE01YYK00005TM,kiwi
DEBE01YYK0000DBg,gooseberry
DEBE01YYK0001x9i,kiwi
DEBE01YYK0001z6Q,apple
DEBE01YYK00009Mr,gooseberry
DEBE01YYK00005Hq,apple
DEBE01YYK00001KP,banana
DEBE01YYK00007H6,gooseberry
DEBE01YYK0001z2D_24,gooseberry
DEBE01YYK00006cW,apple
DEBE01YYK00006ot,kiwi
DEBE01YYK00004j9_568,banana
DEBE01AL2tV0001X,apple
DEBE01AL2tV0001R,gooseberry
DEBE01AL2tV0001Q,pear
DEBE01YYK0001zDQ,kiwi
DEBE01YYK0001xdb_932,pear
DEBE01YYK0001xhz_994,gooseberry
DEBE01AL2tV0001S,pear
DEBE01YYK0001xIC,gooseberry
DEBE01YYK0001z6d,pear
DEBE01YYK0001x35,pear
DEBE01YYK0001xfk,kiwi
DEBE01YYK0001xYB,gooseberry
DEBE01YYK00005Dp,apple
DEBE01YYK000080h,banana
DEBE01YYK00004jL,gooseberry
DEBE01YYK0001yQe,kiwi
DEBE01YYK0000AII,apple
DEBE01YYK0000AJ3,banana
DEBE01YYK0000A8S,gooseberry
DEBE01YYK000036c,pear
DEBE01YYK00008qK,gooseberry
DEBE01YYK000036P,banana
DEBE01YYK00003Hl,pear
DEBE01YYK0000E1V,pear
DEBE01YYK0001y02,gooseberry
DEBE01YYK0001xjO,pear
DEBE01YYK0000BkH,pear
DEBE01YYK00007gP,apple
DEBE00YY2rR0003m,kiwi
DEBE01YYK000087H,pear
DEBE00YY2rR0003n,pear
DEBE01YYK00001dE,apple
DEBE01YYK0001z3g,kiwi
DEBE01YYK000039v,banana
DEBE01YYK00005Yl,kiwi
DEBE01YYK00006uK,gooseberry
DEBE01YYK00006vz,gooseberry
DEBE01YYK0000Dt5,gooseberry
DEBE01YYK00000q5,apple
DEBE01YYK00008o5,kiwi
DEBE01YYK0000BjG,pear
DEBE01YYK0000FLQ,gooseberry
DEBE01YYK0000F5c,apple
DEBE01YYK00008s7,gooseberry
DEBE01YYK0001zDJ,kiwi
DEBE01YYK000015W,banana
DEBE01YYK000048I,banana
DEBE01YYK00004ef,pear
DEBE01YYK00003tP,gooseberry
DEBE01YYK0000Cqn,gooseberry
DEBE01YYK00007Iz,gooseberry
DEBE01YYK00005bz,kiwi
DEBE01YYK00005LH,gooseberry
DEBE00YYvQ0000MD,gooseberry
DEBE01YYK00003sX,gooseberry
DEBE01YYK0001xDO,banana
DEBE01YYK00003lL,kiwi
DEBE00YY11C0002B,banana
DEBE01YYK0001xFR,gooseberry
DEBE01YYK0001y9c,banana
DEBE00YYb800003D,banana
DEBE01YYK00004O8,kiwi
DEBE01YYK0001zDa,kiwi
DEBE01YYK0003UII,pear
DEBE01YYK00004WR,banana
DEBE01YYK00000pL,pear
DEBE01YYK0001xMA,gooseberry
DEBE01YYK0001zB0,apple
DEBE01YYK00005g5,pear
DEBE01YYK0001z8R,gooseberry
DEBE01YYK00009eJ,kiwi
DEBE01YYK00007aT,kiwi
DEBE01YYK000031S,kiwi
DEBE01YYK0001yYR,banana
DEBE01YYK0001ygE,pear
DEBE01YYK0001xnY,pear
DEBE00YYzt00006R,pear
DEBE00YYzt00006S,kiwi
DEBE01YYK00005SX,pear
DEBE01YYK00001gK,banana
DEBE01YYK0001yJR,banana
DEBE01YYK0003VRt,banana
DEBE01YYK0000AgV,gooseberry
DEBE01YYK000032O,pear
DEBE00YYvQ0000MG,apple
DEBE01YYK0000An9,banana
DEBE01YYK00002y1,pear
DEBE01YYK00003Ey,pear
DEBE01YYK0001yeA,kiwi
DEBE01YYK0000378,pear
DEBE01YYK0000204,kiwi
DEBE01YYK0000FLf,banana
DEBE01YYK00006IQ,kiwi
DEBE01YYK0001yXz,kiwi
DEBE01YYK0000DKx,kiwi
DEBE01YYK0001x0X,kiwi
DEBE01YYK0001z4Y,gooseberry
DEBE01YYK00005Dp_69,gooseberry
DEBE01YYK00004WW,gooseberry
DEBE01YYK00008L3,apple
DEBE01YYK0000AII_809,pear
DEBE01YYK0000DLQ,pear
DEBE01YYK0000236,pear
DEBE01YYK0000ACj,kiwi
DEBE01YYK00007Iz_162,gooseberry
DEBE01YYK0001xV4,apple
DEBE01YYK0001xFW,kiwi
DEBE01YYK0001z63,pear
DEBE01YYK0001xp5,apple
DEBE01YYK0001yuF,gooseberry
DEBE01YYK0000BgE,gooseberry
DEBE01YYK0000EPK,apple
DEBE01YYK0001xKe,gooseberry
DEBE01YYK00004aI,gooseberry
DEBE01YYK00003Xg,pear
DEBE01YYK0000DcM,gooseberry
DEBE01YYK000015g,banana
DEBE01YYK00007y5,gooseberry
DEBE01YYK0000Bal,banana
DEBE01YYK0001wzS,kiwi
DEBE01YYK00005Qg,kiwi
DEBE01YYK000069R,apple
DEBE01YYK0001xzx,pear
DEBE01YYK0001yNF,gooseberry
DEBE01YYK00005lt,pear
DEBE01YYK00006l7,kiwi
DEBE01YYK0000CS6,pear
DEBE01YYK00009mW,apple
DEBE01YYK0000Auc,banana
DEBE01YYK0000D5m,banana
DEBE01YYK00008vw,pear
DEBE01YYK00008WW,pear
DEBE01YYK0000AJ3_914,apple
DEBE01YYK00006TA,gooseberry
DEBE01YYK000037b,apple
DEBE01YYK000036c_70,kiwi
DEBE01YYK0000A8S_815,apple
DEBE01YYK00007xY,gooseberry
DEBE01YYK00006p9,apple
DEBE01YYK0000FLQ_28,kiwi
